SITE;Original ID;CID;RAG.TREATMENT;RAG.ORDER;INGFIRST;RAG.LOCAL1;RAG.DISTANT1;RAG.SELF2;RAG.DISTANT2;RAG.ORDER2;INGFIRST2;RAG.DISTANT3;RAG.OUTGROUP3;RAG.SELF4;RAG.OUTGROUP4;GA1;GA2;GA3;HONEST13;HONEST;DG.TREATMENT;DG.ORDER;ORDCODE;DIDRAG;DG.LOCAL1;DG.DISTANT1;DG.SELF2;DG.DISTANT2;DG.DISTANT3;DG.OUTGROUP3;DG.SELF4;DG.OUTGROUP4;GA1;GA2;GA3;DG.HONEST;SEX;AGE13;AGE;FAMILY;CHILDREN;FORMALED;HOUSEHOLD;MAT1;MAT2;MAT3;MAT4;BGPUNISH;BGSTLIMP;BGLIEIMP;BGMURDIMP;BGFEEL;BGSEE;BGREWARD;BGDIE;LGPUNISH;LGSTEALIMP;LGLIEIMP;LGMURDIMP;LGFEEL;LGSEE;LGREWARD;LGDIE;POLEVAL;CORELEMO;INGREMO;OUTGREMO;CORELSIM;OUTSIM
Huatasani;1111;797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1243;1;0;8;2;8;2;6;4;6;4;No;about religion;NA;0;0;20;20;6;0;11;5;0;1;1;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;3;5;3;-1;-1
Huatasani;1112;798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2143;2;0;6;4;5;5;5;5;5;5;Sometimes we play in the complex, volleyball and soccer.;The mayors organize for the anniversary.;NA;0;0;58;58;5;8;0;9;1;1;1;1;1;2;2;2;1;1;3;1;1;3;3;3;0;0;1;1;2;3;2;2;2;-1
Huatasani;1113;799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;6;4;8;2;5;5;10;0;"When we are playing ""plates"" and ""jacks""";Moneys;NA;0;0;36;36;6;3;10;5;1;1;1;1;1;4;4;4;1;1;3;NA;0;0;0;0;1;0;0;0;2;5;5;1;-2;-2
Huatasani;1114;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2134;2;0;4;6;10;0;10;0;10;0;NA;Help other people;NA;0;1;35;35;6;3;11;5;1;1;1;1;0;3;3;3;1;1;3;1;0;0;0;0;1;0;1;0;0;3;5;1;1;-1
Huatasani;1115;801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1243;1;0;6;4;6;4;6;4;6;4;Purchases and recreation (like sports);Economy;NA;0;0;32;32;4;3;6;4;1;1;1;1;1;3;4;4;1;1;3;1;1;4;4;4;1;1;3;1;2;2;5;1;NA;NA
Huatasani;1116;802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2143;2;0;5;5;5;5;5;5;5;5;NA;About religion;NA;0;1;18;18;1;0;11;4;0;0;1;1;1;3;2;3;1;1;2;0;0;1;0;0;1;0;0;0;1;3;5;3;1;-1
Huatasani;1117;803;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;4;6;4;6;5;5;4;6;No;About evangelicals and catholics;NA;0;1;62;62;2;7;7;2;1;1;1;1;1;1;1;3;1;1;3;1;0;0;0;0;1;0;1;0;-2;5;5;5;1;-1
Huatasani;1118;804;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2134;2;0;6;4;9;1;5;5;9;1;No;About a game;NA;0;0;26;26;6;3;11;5;0;0;1;0;0;0;0;0;1;1;3;1;0;1;1;0;1;0;2;0;-1;1;2;1;1;-2
Huatasani;1119;805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1243;1;0;6;4;8;2;8;2;8;2;A person from Taraco and S. Salvador, because of the distance one considers a bit less Taraco than S. Salvador. WHen there is some support (aid) it is shared more with the more active community members. A game similar to that.;A support (aid) can be from a municipality for a project (public works), similar to that.;NA;0;1;37;37;6;2;11;5;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;5;2;1;NA
Huatasani;1120;806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2143;2;0;5;5;5;5;5;5;5;5;There are lots of people who only look for their own personal benefit.;It's about an economic balance;NA;0;1;24;24;1;0;11;6;0;1;1;1;0;4;4;4;1;1;3;1;1;0;0;0;1;1;1;1;-2;1;2;1;-2;-2
Huatasani;1129;807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;7;3;10;0;5;5;10;0;NA;Share with people;NA;0;0;35;35;5;2;11;5;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;3;0;-2;3;1;4;-2;-1
Huatasani;1130;808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2134;2;0;NA;NA;6;4;5;5;5;5;Always share with money.;I don't know;NA;0;0;25;25;6;1;11;3;1;1;1;1;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;1;2;3;3;1;-2
Huatasani;1131;809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1243;1;0;4;6;6;4;5;5;7;3;I don't remember. Of course we used to play in school.;I don't know, you've told me anthropology? I don't know. Perhaps she is doing some magic on me?;NA;0;0;53;53;2;3;6;2;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;-1;2;4;3;NA;NA
Huatasani;1132;810;0;21;0;16;14;17;13;43;0;11;19;NA;NA;When there is something you have to share it equally, but that doesn't happen in real life.;How is a person, which side of conscientiousness do they have.;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;45;45;2;3;16;5;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;-2;1;3;1;-1;-1
Huatasani;1133;811;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;5;5;4;6;6;4;4;6;To support someone in need. Like a random draw that is done. They are going to be surprised.;For you a job, for us something pretty. Since there's business, I'm fine. Others need more. The Lord supports me even though I'm a widow.;NA;0;0;34;34;1;1;11;4;1;1;0;1;1;0;0;0;1;1;3;1;1;2;2;3;1;1;2;1;-2;1;2;1;2;-1
Huatasani;1134;812;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2134;2;0;5;5;5;5;5;5;5;5;Not much.;Sharing money with those who need it.;NA;0;0;18;18;1;0;11;3;1;1;1;1;0;3;3;3;1;1;2;1;1;3;3;3;0;1;1;0;-1;3;5;1;1;2
Huatasani;1135;813;0;12;1;13;17;17;13;43;0;11;19;NA;NA;No;No idea;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;27;27;6;2;11;4;0;0;0;0;1;4;1;4;1;1;3;1;1;0;0;0;0;0;3;0;-2;1;5;3;2;2
Huatasani;1136;814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2143;2;0;6;4;5;5;5;5;6;4;No;Of the anniversary;NA;0;1;33;33;6;2;13;4;1;1;1;1;0;0;0;1;1;1;0;1;1;2;2;3;1;1;3;0;0;5;5;5;-2;-1
Huatasani;1137;815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;10;0;10;0;10;0;10;0;NA;About some support (aid)?;NA;0;1;48;48;2;4;6;6;1;1;1;1;0;0;0;0;1;1;3;0;0;0;0;0;1;0;0;0;-1;1;5;1;1;-2
Huatasani;1140;816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2143;2;0;5;5;5;5;5;5;5;5;Dividing money equally;Equality;NA;1;0;53;53;2;3;6;3;1;1;1;1;1;3;1;3;1;1;1;1;1;2;2;3;1;1;3;0;-2;1;5;1;-1;-2
Huatasani;1142;817;0;21;0;16;14;19;11;34;1;13;17;NA;NA;I have seen games, issues of the frog (a local symbol of luck in money).;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6;3;NA;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Huatasani;1144;818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2143;2;0;NA;NA;5;5;5;5;5;5;No;Help needy people;NA;0;0;22;22;1;0;16;4;1;1;1;1;1;4;0;4;1;1;3;1;1;2;4;4;1;1;1;0;1;4;5;4;-1;-1
Huatasani;1153;819;0;12;1;20;10;20;10;34;1;12;18;18;12;No;To take for Catholics and evangelicals.;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;26;26;6;2;11;4;0;0;0;0;1;3;2;2;1;1;3;1;1;3;2;2;1;1;2;1;-2;2;5;1;1;0
Huatasani;1154;820;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2134;2;0;5;5;7;3;5;5;5;5;No;To capture memory.;NA;0;1;26;26;6;1;11;3;1;1;1;1;1;4;4;2;1;1;1;0;1;0;0;4;1;0;1;0;0;2;4;1;0;1
Huatasani;1155;821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1243;1;0;6;4;4;6;4;6;4;6;When one had to support that poor person.;The job of helping a person who is missing, or with some support. Supporting our district of Huatasani. About us helping ourselves with others.;NA;0;0;28;28;6;3;6;4;0;1;1;1;1;3;3;4;1;1;3;0;1;0;3;3;1;1;1;0;0;1;4;1;-1;-2
Huatasani;1156;822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2143;2;0;8;2;6;4;8;2;6;4;No;Proportional;NA;0;0;33;33;6;1;10;3;1;1;1;1;1;3;1;1;1;0;3;1;0;0;0;0;1;0;3;0;0;3;5;2;NA;-1
Huatasani;1157;823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;6;4;6;4;6;4;6;4;It would remind me that in terms of money, people that are from another place, that which is going to be shared could be a percent more, or could be 50, 50, no?  But the place doesn't matter, we have needs. but could be because of waste of time (of playing) a bit more.;It resembles a soccer championship, the prize should be distributed to each participant. Perhaps the one who works hardest can keep more, but the rest also have a right.;NA;0;1;60;60;2;2;13;2;0;1;1;1;1;3;0;3;1;1;3;1;0;0;0;0;1;1;0;1;-1;2;4;1;-1;-1
Huatasani;1158;824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2134;2;0;8;2;8;2;4;6;8;2;NA;How can we divide money with other people.;NA;0;1;28;28;6;0;11;2;0;1;1;1;1;3;3;3;1;1;3;1;1;1;1;3;1;1;3;0;-1;1;5;1;-2;-2
Huatasani;1159;825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1243;1;0;6;4;6;4;5;5;6;4;Almost no;How is the Catholic, how is the evangelical?;NA;0;1;71;71;2;2;6;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Huatasani;1160;826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2143;2;0;5;5;6;4;6;4;6;4;I would like to share always.;Support for needy people. How one shares.;NA;0;1;35;35;6;1;13;3;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;4;1;1;1;0;NA;NA;NA;NA;NA;NA
Huatasani;1161;827;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;5;5;5;5;5;5;6;4;When I was a girl I played like that.;Survey about the life that we have.;NA;0;0;59;59;2;8;5;2;1;1;1;1;1;3;3;3;1;1;3;1;0;0;0;0;0;0;0;0;0;1;5;1;-1;-1
Huatasani;1162;828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2134;2;0;NA;NA;5;5;5;5;5;5;No;Support the needy people.;NA;0;0;59;59;2;3;11;4;1;1;1;1;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;1;4;4;4;-1;-1
Huatasani;1163;829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1243;1;0;6;4;6;4;5;5;6;4;Seems like a game for kids. Fun. Whom to support?;A form of support for those who are in a particular district.;NA;0;1;45;45;6;2;7;15;1;NA;1;1;0;0;4;3;1;1;0;1;1;0;3;0;1;0;3;0;-2;3;5;2;1;-2
Huatasani;1164;830;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2143;2;0;5;5;5;5;5;5;5;5;Pretty. Some in the neighborhood do like that. Must be like that.;About helping the needy;NA;0;0;49;49;2;3;3;5;1;1;1;1;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;5;5;5;-1;-1
Huatasani;1165;831;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;4;6;10;0;4;6;8;2;No;Students are doing their practicums about the economy.;NA;0;0;49;49;5;4;7;2;1;1;1;1;1;3;2;2;1;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;-2;2;1;1;-1;-1
Huatasani;1166;832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2134;2;0;5;5;5;5;5;5;5;5;It seems like a person who doesn't have anything, one could give to them. Abandoned people, orphans.;To have a good heart, to give to those women and those kids. It wouldn't be good for oneself only.;NA;0;0;NA;NA;5;1;6;2;1;1;1;1;1;2;2;4;1;1;3;1;1;0;2;3;1;0;1;0;-2;5;1;4;-2;2
Huatasani;1167;833;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1243;1;0;6;4;6;4;6;4;7;3;Other than in the Anniversary and the feast day in May, after that we don't share. Then comes the feast of Santa Rosa of Lima and they share too. The Mayor also shares playing (supporting) volleyball and soccer.;Share with someone else, could be of another district. If one is poor can share or perhaps also not. Also from my neighborhood Progreso we do the feast day on Sept 24th.;NA;0;0;38;38;6;2;6;4;1;1;1;1;0;2;2;1;1;1;3;1;0;0;0;0;0;0;3;0;0;1;4;1;2;NA
Huatasani;1499;834;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;4;6;6;4;6;4;5;5;One of the first games referes to Taraco and Huatasani. The economic level is stronger in Taraco than in San Salvador. Therefore make equal. Regarding the evangelical it's another religion.;You have to figure out the objectives, how is the reality of Taraco and S. Salvador and their agriculture and traditional dishes.;NA;0;1;32;32;6;3;17;5;1;1;1;1;0;0;0;0;1;1;3;1;NA;NA;NA;NA;1;0;3;NA;0;2;5;2;-1;-1
In.Tanna;F0001;179;0;21;0;17;13;18;12;34;1;12;18;21;9;How she lives and does her activities at home;This study was for teaching her how to share.;NA;0;0;3;4213;4;1;6;4;7;3;6;4;6;4;She likes the game. When she was a little girl her father taught her kastom ways. The game reminds her of this;Teaching us something is better in this game;Reminds of toka or naukiel festival;0;0;39;40;2;8;0;5;1;1;1;1;1;0;1;2;1;1;3;0;1;0;1;2;1;1;3;0;NA;3;3;1;2;NA
In.Tanna;F0002;180;0;12;1;15;15;15;15;43;0;15;15;15;15;How she cooks in the house and shares with people;Teaches how to look after people in the village;NA;0;0;1;3241;3;1;5;5;5;5;5;5;5;5;My day to day living, especially sharing when cooking;Decision making;Don't know;0;0;34;35;2;6;0;8;1;1;1;1;1;0;0;4;1;1;1;1;1;1;0;0;1;1;1;1;1;5;5;1;0;NA
In.Tanna;F0003;181;0;21;0;24;6;24;6;43;0;18;12;24;6;How she looks after the children at home;Teaching about living in the village and how to manage their home.;NA;0;0;3;3421;3;1;9;1;8;2;2;8;8;2;Have never known about this game, but it supports me in meeting the needs of family;Teaches me about traditional way of life. When I get the money I will use it to buy things to help my kids.;The traditional way of life that we are living in. We are living in kastom, which is the black. Life extends to the blue, but white is her favourite, which represents money;0;0;37;38;2;9;0;6;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;0;NA;0;3;NA;1;5;4;1;2;NA
In.Tanna;F0004;182;0;12;1;11;19;14;16;34;1;19;11;15;15;Nothing;Training how to make decisions;NA;0;0;3;4132;4;1;5;5;6;4;5;5;5;5;Reminds me about traditional life;The way I'm living;I think of the naukwial [highest kastom ceremony];0;0;52;53;2;8;0;8;1;0;0;0;1;4;4;4;1;1;3;1;1;4;4;3;1;1;3;1;NA;5;5;5;2;NA
In.Tanna;F0005;183;0;21;0;17;13;18;12;43;0;16;14;16;14;The game doesn't match anything in my life;I don't know - it was new and strange to me. I wasn't sure who the money was for.;NA;0;0;1;2431;2;1;6;4;6;4;5;5;7;3;I see no similarities to day to day life;Decision making;Things that grow in my garden. Green leaves;0;0;63;64;2;11;0;7;1;1;1;1;1;4;4;3;1;1;2;1;1;1;1;1;1;1;3;1;1;5;5;1;-1;NA
In.Tanna;F0007;184;0;21;0;19;11;18;12;43;0;15;15;15;15;Don't know;She was thinking this study will teach her about food;NA;0;0;3;3214;3;1;5;5;5;5;5;5;6;4;Remdinds her of her father's saying that when she grows up she will play these games;That every afternoon I must send food to the nakamal;Not really anything in particular;0;0;35;36;2;6;0;7;0;0;0;0;1;0;0;0;1;1;3;NA;1;0;0;0;1;1;3;0;NA;4;4;1;-1;NA
In.Tanna;F0008;185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2341;2;0;5;5;6;4;5;5;6;4;What we do from day to day in this village. We cook and share together.;Don't know;Toka ceremony;0;0;40;41;2;6;0;8;0;0;0;1;1;2;1;2;1;1;2;1;1;2;2;2;1;1;3;1;0;2;3;2;0;-1
In.Tanna;F0009;186;0;12;1;18;12;17;13;34;1;16;14;15;15;How they live here and how they live in town. I town easier. Here hard to live.;Teaching about living.;NA;0;0;3;1432;1;1;7;3;7;3;6;4;6;4;How we people in the village share goods with each other;Don't know;Pictures of toka ceremony;0;0;67;68;2;9;0;9;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;5;1;2;NA
In.Tanna;F0010;187;0;21;0;14;16;17;13;34;1;16;14;13;17;It doesn't remind me of anything;Teaching how to manage the money at home.;NA;0;0;1;3214;3;1;5;5;6;4;6;4;6;4;No;Don't know;Looks like flowers;0;0;32;33;2;3;0;5;0;0;0;0;1;2;2;2;1;1;3;0;1;2;0;2;1;1;3;0;NA;2;2;1;2;NA
In.Tanna;F0011;188;0;12;1;12;18;16;14;34;1;16;14;15;15;Doesn't know;Doesn't know;NA;0;0;1;3421;3;1;5;5;6;4;6;4;5;5;Don't know;Don't know;Don't know;0;0;19;20;1;0;0;7;0;0;0;0;1;2;1;4;1;1;3;0;1;1;4;4;1;1;0;0;NA;3;4;1;2;NA
In.Tanna;F0012;189;0;21;0;30;0;30;0;43;0;0;30;30;0;Doesn't know;Doesn't know;NA;0;0;1;3241;3;1;5;5;5;5;6;4;5;5;No;Don't know;Flowers;0;0;21;22;1;0;0;9;0;0;0;0;NA;0;2;2;1;1;1;0;0;3;1;2;0;0;1;0;1;5;4;4;1;NA
In.Tanna;F0013;190;0;21;0;17;13;15;15;34;1;15;15;15;15;Her grandparents predicted an encounter between tourists and visitors that is now coming true;I don't know;NA;0;0;1;3214;3;1;5;5;5;5;5;5;5;5;The way we play and share together;It must be teaching something;Hands for carrying;0;0;26;27;4;2;0;3;0;0;0;0;1;1;4;1;1;1;1;1;1;1;2;2;0;0;1;0;0;5;4;5;0;NA
In.Tanna;F0014;191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3214;3;0;4;6;5;5;8;2;10;0;Doing my gardening. The nahunu (food sent to nakamal during kava drinking). Sharing food;Don't know;Toka ceremony;0;0;24;25;2;2;0;4;0;0;0;0;1;2;2;2;1;1;3;NA;1;2;2;2;1;1;3;NA;-1;5;5;4;2;-2
In.Tanna;F0017;192;0;12;1;13;17;16;14;43;0;18;12;15;15;Everything must be equal and shared. That's what this game reminds me of.;I heard that this research group was coming but I don't know what it's about;NA;0;0;1;3214;3;1;5;5;5;5;5;5;5;5;Giving help;Help each other - we have to share;The ground and sea or sky;0;0;30;31;2;5;4;6;1;1;1;1;1;2;1;4;1;1;3;0;1;2;0;2;1;1;3;0;NA;2;3;1;2;NA
In.Tanna;F0018;193;0;12;1;17;13;12;18;43;0;14;16;15;15;Don't know;Don't know;NA;0;0;1;1423;1;1;5;5;5;5;5;5;5;5;Playing a game;Nothing;Nothing;0;0;23;24;1;0;0;8;0;0;0;0;1;2;2;4;1;1;3;0;1;2;2;2;1;1;1;0;NA;3;4;1;2;NA
In.Tanna;F0021;194;0;12;1;20;10;15;15;43;0;16;14;10;20;Don't know;Don't know;NA;0;0;3;3412;3;1;9;1;9;1;8;2;9;1;Nothing;Don't know;Kastom;0;0;28;29;2;4;0;6;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;1;0;NA
In.Tanna;F0022;195;0;12;1;14;16;14;16;43;0;15;15;18;12;She is reminded of playing because the game was enjoyable, but the game didn't remind her of anything in her life.;Doesn't know;NA;0;0;3;4123;4;1;5;5;8;2;7;3;8;2;Very happy when she played. Knew the game was helping her.;Don't know;Toka ceremony;0;0;40;41;2;5;0;7;1;1;1;1;1;4;4;4;1;1;3;1;1;4;2;2;1;1;3;0;1;5;5;1;0;NA
In.Tanna;F0024;196;0;21;0;20;10;16;14;34;1;14;16;18;12;It didn't have anything to do with my life;Not sure;NA;0;0;1;1234;1;1;6;4;6;4;5;5;6;4;When she played this game, she was very happy.;Don't know;Nothing;0;0;55;56;5;9;0;4;1;0;1;1;1;2;2;2;1;1;1;0;1;2;2;2;0;0;1;0;NA;5;5;1;1;NA
In.Tanna;F0025;197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;4;6;5;5;5;5;6;4;Don't know;Don't know;Nothing;0;0;28;29;4;2;0;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
In.Tanna;F0026;198;0;21;0;12;18;16;14;43;0;14;16;13;17;Don't know;Don't know anything about it;NA;0;0;3;1234;1;1;6;4;5;5;5;5;5;5;Don't know;Don't know;Don't know;0;0;70;71;2;7;0;4;0;0;0;0;1;4;4;4;1;1;1;NA;1;4;4;1;1;1;2;0;NA;4;5;3;-1;NA
In.Tanna;F1001;199;0;21;0;15;15;22;8;NA;NA;NA;NA;NA;NA;Don't know;Don't know;NA;0;NA;1;3241;3;1;5;5;6;4;4;6;6;4;No;Don?t know;Hibiscus flower;0;0;18;19;2;1;0;10;0;0;0;0;1;4;2;4;1;1;3;0;1;2;4;4;1;1;3;0;NA;4;3;1;0;NA
In.Tanna;F1002;200;0;21;0;15;15;20;10;43;0;16;14;16;14;Don't know;Don't know;NA;0;0;3;1423;1;1;4;6;6;4;6;4;6;4;Nothing;Don't know;Toka ceremony;0;0;45;46;2;8;0;9;0;0;0;0;NA;4;3;2;NA;NA;3;0;1;4;4;4;1;0;3;NA;2;1;4;1;0;NA
In.Tanna;F1003;201;0;12;1;16;14;11;19;34;1;NA;NA;NA;NA;Don't know;Don't know;NA;0;0;1;2413;2;1;2;8;8;2;8;2;8;2;No;Don't know;A flower;0;0;20;21;1;0;0;10;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;5;5;1;2;NA
In.Tanna;F2006;202;0;21;0;13;17;11;19;34;1;16;14;16;14;Doesn't remind her of anything in her life;Don't know;NA;0;0;3;2413;2;1;7;3;6;4;7;3;7;3;Don't know;Kastom culture;Dancing toka. Feather. Dancing nao.;0;0;50;51;2;5;0;6;1;1;1;1;NA;NA;NA;NA;NA;0;1;0;1;2;0;NA;NA;NA;3;NA;-2;5;5;5;2;NA
In.Tanna;F2007;203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3412;3;0;5;5;5;5;5;5;5;5;Don't know;Don't know;Toka costumes;0;0;36;37;1;4;0;5;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
In.Tanna;F2008;204;0;12;1;12;18;17;13;34;1;NA;NA;16;14;Don't know;Don't know;NA;0;0;3;4123;4;1;6;4;6;4;7;3;7;3;No;Don't know;Toka dance. Feathers worn by men and whild cane for dancing the nao;0;0;75;76;2;10;0;4;0;0;0;0;1;3;2;1;1;1;2;0;1;2;2;2;1;1;2;0;NA;4;5;1;2;NA
In.Tanna;F2009;205;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Said she can't answer;Not sure;NA;0;NA;3;1243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Don't know;Don't know;Our ceremony, nakoya;0;0;53;54;2;9;0;7;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
In.Tanna;F2010;206;0;21;0;16;14;16;14;34;1;14;16;17;13;Don't know;Teaching her about how to look after the family;NA;0;0;1;1342;1;1;8;2;10;0;8;2;10;0;Nothing;Don't know;Looks like pumpkins;0;0;40;41;2;5;0;6;0;0;0;0;NA;NA;NA;4;1;1;2;NA;1;4;NA;4;NA;NA;3;NA;0;5;5;5;-1;NA
In.Tanna;F2012;207;0;12;1;11;19;14;16;43;0;14;16;14;16;Don't know;She doesn't think of anything;NA;0;0;1;2341;2;1;8;2;7;3;7;3;8;2;In our living we just go to the garden and come back;Remind her about our culture;Not sure;0;0;40;41;2;5;0;7;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
In.Tanna;F2015;208;0;12;1;16;14;16;14;43;0;11;19;17;13;Don't know;Don't know;NA;0;0;3;3214;3;1;7;3;6;4;6;4;8;2;Don't know;Don't know;Toka dance and costumes;0;0;21;22;1;0;0;7;0;0;0;0;0;2;1;2;1;1;2;0;1;2;2;4;1;1;3;0;NA;4;5;1;-2;NA
